PO Number,Received Quantity,Condition
PO-30753,89,Damaged
PO-41419,82,Damaged
PO-95061,44,Damaged
PO-47982,12,Incomplete
PO-53944,69,Damaged
PO-74063,68,Good
PO-36675,14,Incomplete
PO-83982,48,Damaged
PO-40041,36,Damaged
PO-70908,4,Good
PO-47875,23,Good
PO-86526,67,Incomplete
PO-62863,6,Good
PO-78795,49,Good
PO-16541,36,Good
PO-41713,17,Good
PO-57584,58,Good
PO-60590,75,Damaged
PO-63588,47,Incomplete
PO-65988,83,Good
PO-72773,60,Damaged
PO-78329,40,Incomplete
PO-33355,50,Incomplete
PO-89735,57,Good
PO-10693,27,Damaged
PO-88706,30,Damaged
PO-15316,17,Incomplete
PO-47274,84,Incomplete
PO-47914,21,Incomplete
PO-57516,93,Good
PO-76626,94,Good
PO-75378,93,Good
PO-90134,26,Damaged
PO-13471,24,Good
PO-85071,56,Damaged
PO-63306,31,Damaged
PO-18993,95,Damaged
PO-55524,10,Good
PO-95250,21,Damaged
PO-37650,64,Incomplete
PO-77406,22,Incomplete
PO-27189,20,Incomplete
PO-41234,13,Damaged
PO-30897,65,Incomplete
PO-93347,60,Damaged
PO-78595,27,Good
PO-75684,45,Incomplete
PO-21855,12,Damaged
PO-67801,87,Incomplete
PO-47856,21,Good
PO-53631,54,Damaged
PO-38984,3,Good
PO-49653,17,Incomplete
PO-26463,62,Damaged
PO-42632,97,Incomplete
PO-91566,90,Incomplete
PO-15995,91,Damaged
PO-50427,76,Good
PO-55482,81,Good
PO-49746,24,Damaged
PO-77498,8,Good
PO-75392,42,Incomplete
PO-71908,47,Damaged
PO-70152,19,Good
PO-11513,53,Incomplete
PO-91233,72,Damaged
PO-60428,43,Damaged
PO-58992,17,Incomplete
PO-74136,14,Damaged
PO-69734,86,Incomplete
PO-81106,11,Incomplete
PO-11924,2,Good
PO-61194,21,Damaged
PO-96529,53,Incomplete
PO-13590,74,Damaged
PO-23575,80,Good
PO-47361,6,Good
PO-85423,35,Good
PO-89391,42,Good
PO-89833,64,Incomplete
PO-14537,40,Incomplete
PO-70624,23,Good
PO-77441,49,Damaged
PO-78430,94,Damaged
PO-60745,65,Good
PO-94513,47,Good
PO-17825,13,Good
PO-35181,97,Good
PO-53289,93,Damaged
PO-42690,58,Damaged
PO-54850,79,Damaged
PO-92875,5,Damaged
PO-43714,2,Damaged
PO-57035,5,Damaged
PO-12587,44,Incomplete
PO-16330,94,Incomplete
PO-39625,16,Damaged
PO-62589,69,Damaged
PO-55586,86,Damaged
PO-45106,32,Incomplete
PO-65875,60,Damaged
PO-59383,87,Damaged
PO-37849,27,Incomplete
PO-36040,37,Incomplete
PO-40349,24,Damaged
PO-51657,43,Incomplete
PO-91774,36,Incomplete
PO-95663,6,Good
PO-86656,89,Incomplete
PO-31417,57,Good
PO-74540,62,Good
PO-58756,25,Good
PO-41228,8,Damaged
PO-42417,46,Good
PO-62976,12,Incomplete
PO-37374,22,Damaged
PO-96624,28,Incomplete
PO-62788,28,Damaged
PO-39897,98,Damaged
PO-63238,61,Good
PO-82589,34,Good
PO-54552,90,Damaged
PO-29372,74,Incomplete
PO-20969,18,Damaged
PO-97587,94,Damaged
PO-64968,97,Incomplete
PO-68836,24,Good
PO-87084,61,Damaged
PO-11606,36,Good
PO-53997,52,Damaged
PO-42615,32,Damaged
PO-18026,30,Damaged
PO-18976,54,Damaged
PO-71927,43,Good
PO-95219,88,Good
PO-82302,76,Good
PO-43800,60,Good
PO-48672,14,Incomplete
PO-13362,19,Good
PO-67537,98,Damaged
PO-22943,83,Damaged
PO-75752,72,Damaged
PO-80717,1,Incomplete
PO-89118,52,Good
PO-27232,54,Good
PO-61480,16,Incomplete
PO-24804,16,Incomplete
PO-74220,97,Good
PO-48841,39,Incomplete
PO-99832,4,Incomplete
PO-55820,25,Damaged
PO-55249,9,Damaged
PO-82650,2,Damaged
PO-42568,9,Damaged
PO-84410,99,Incomplete
PO-40784,17,Incomplete
PO-49099,52,Damaged
PO-57381,12,Incomplete
PO-68208,69,Incomplete
PO-18589,98,Damaged
PO-67368,37,Incomplete
PO-86895,85,Damaged
PO-32777,39,Good
PO-72707,63,Good
PO-97976,18,Damaged
PO-98169,12,Good
PO-55001,92,Incomplete
PO-57036,15,Good
PO-50594,15,Incomplete
PO-93439,1,Damaged
PO-16263,53,Good
PO-64886,95,Damaged
PO-11166,2,Good
PO-17024,12,Damaged
PO-45510,42,Damaged
PO-24350,36,Incomplete
PO-89579,100,Damaged
PO-52358,89,Incomplete
PO-98844,43,Damaged
PO-61027,72,Good
PO-21840,77,Incomplete
PO-81729,10,Good
PO-46207,3,Damaged
PO-86155,52,Damaged
PO-26459,56,Damaged
PO-90114,68,Damaged
PO-24496,17,Incomplete
PO-85048,16,Good
PO-86787,75,Damaged
PO-80199,37,Good
PO-46508,68,Damaged
PO-86251,39,Good
PO-42422,95,Good
PO-25303,88,Damaged
PO-58610,92,Incomplete
PO-67506,87,Incomplete
PO-50342,53,Good
PO-91288,2,Incomplete
PO-76289,8,Incomplete
PO-57263,48,Good
PO-39335,93,Damaged
PO-58508,33,Incomplete
PO-12464,72,Good
PO-24776,2,Incomplete
PO-35954,18,Damaged
PO-28003,30,Good
PO-95290,100,Damaged
PO-36222,50,Good
PO-73278,22,Incomplete
PO-42739,64,Incomplete
PO-35740,80,Good
PO-21591,85,Incomplete
PO-28363,8,Damaged
PO-33444,67,Incomplete
PO-97298,94,Good
PO-97650,35,Incomplete
PO-32422,82,Incomplete
PO-60746,53,Good
PO-77943,88,Incomplete
PO-67011,65,Damaged
PO-83917,33,Good
PO-47807,13,Damaged
PO-68019,67,Damaged
PO-61078,21,Damaged
PO-97285,79,Incomplete
PO-82591,41,Damaged
PO-38871,24,Good
PO-51542,11,Incomplete
PO-96121,5,Incomplete
PO-84312,59,Good
PO-38467,50,Good
PO-64957,92,Incomplete
PO-64577,40,Incomplete
PO-58669,45,Good
PO-26637,34,Damaged
PO-76519,4,Incomplete
PO-34408,52,Damaged
PO-68315,50,Damaged
PO-44321,38,Good
PO-25586,35,Good
PO-74249,50,Good
PO-18035,43,Incomplete
PO-74446,50,Incomplete
PO-45159,86,Good
PO-39123,67,Good
PO-42114,87,Damaged
PO-86679,39,Good
PO-13112,93,Incomplete
PO-15633,68,Good
PO-82353,5,Damaged
PO-44722,72,Good
PO-72999,68,Damaged
PO-90219,49,Good
PO-79444,24,Incomplete
PO-81016,49,Damaged
PO-67242,14,Incomplete
PO-96852,77,Damaged
PO-80812,71,Damaged
PO-83307,84,Good
PO-59849,38,Incomplete
PO-96205,91,Damaged
PO-19848,99,Damaged
PO-17870,37,Damaged
PO-55908,50,Good
PO-88723,36,Damaged
PO-88555,36,Damaged
PO-80099,35,Damaged
PO-41993,73,Good
PO-28767,89,Damaged
PO-11155,70,Good
PO-48946,8,Good
PO-64406,82,Incomplete
PO-82992,98,Incomplete
PO-76848,4,Incomplete
PO-13766,74,Damaged
PO-84824,58,Damaged
PO-82172,36,Damaged
PO-65671,43,Good
PO-40685,90,Incomplete
PO-61680,9,Good
PO-47384,35,Damaged
PO-47779,78,Damaged
PO-22065,79,Incomplete
PO-40495,55,Good
PO-54537,34,Good
PO-92980,54,Incomplete
PO-33750,13,Damaged
PO-49471,96,Incomplete
PO-18051,68,Damaged
PO-88925,35,Damaged
PO-55861,56,Good
PO-74667,26,Good
PO-14652,19,Good
PO-89908,16,Incomplete
PO-37518,31,Damaged
PO-29206,62,Good
PO-89799,1,Good
PO-54692,46,Damaged
PO-87128,88,Damaged
PO-78371,16,Damaged
PO-47717,79,Good
PO-89155,35,Damaged
PO-91030,78,Good
PO-12613,64,Damaged
PO-34802,24,Incomplete
PO-95816,23,Good
PO-55847,34,Damaged
PO-83328,91,Damaged
PO-18235,71,Incomplete
PO-95389,71,Damaged
PO-76767,10,Good
PO-15579,7,Good
PO-46383,59,Damaged
PO-87655,15,Good
PO-98556,26,Incomplete
PO-83744,98,Incomplete
PO-48865,1,Good
PO-99649,7,Damaged
PO-69687,73,Good
PO-78923,11,Damaged
PO-65320,94,Incomplete
PO-61777,75,Incomplete
PO-97001,29,Good
PO-61366,49,Good
PO-10785,72,Incomplete
PO-82942,76,Incomplete
PO-87990,28,Good
PO-16897,19,Damaged
PO-46755,69,Damaged
PO-79401,23,Good
PO-19275,32,Damaged
PO-74581,90,Incomplete
PO-43077,30,Damaged
PO-12300,52,Good
PO-31182,27,Damaged
PO-94680,85,Damaged
PO-35750,13,Good
PO-87783,11,Damaged
PO-52600,93,Incomplete
PO-98636,19,Incomplete
PO-67547,36,Good
PO-35070,33,Incomplete
PO-98633,29,Incomplete
PO-51568,81,Damaged
PO-11070,100,Incomplete
PO-34071,85,Incomplete
PO-52462,6,Incomplete
PO-96550,16,Good
PO-42348,92,Damaged
PO-72214,54,Damaged
PO-45959,15,Incomplete
PO-99508,65,Damaged
PO-20498,42,Incomplete
PO-13838,1,Incomplete
PO-66719,48,Incomplete
PO-39717,37,Incomplete
PO-11259,34,Good
PO-85594,78,Incomplete
PO-49448,87,Incomplete
PO-39742,5,Incomplete
PO-44995,88,Damaged
PO-16477,9,Incomplete
PO-26881,12,Damaged
PO-14439,80,Good
PO-47698,69,Damaged
PO-72125,69,Damaged
PO-19998,24,Damaged
PO-70276,74,Damaged
PO-74055,100,Incomplete
PO-19959,16,Good
PO-34617,9,Good
PO-65199,59,Incomplete
PO-65322,63,Incomplete
PO-36818,18,Good
PO-82037,12,Good
PO-12936,70,Damaged
PO-14727,100,Incomplete
PO-67969,78,Damaged
PO-12835,17,Incomplete
PO-51481,52,Incomplete
PO-49513,23,Good
PO-48570,32,Incomplete
PO-45300,9,Damaged
PO-71579,42,Incomplete
PO-84665,50,Good
PO-29113,16,Incomplete
PO-65736,33,Incomplete
PO-19905,38,Good
PO-70584,27,Incomplete
PO-35702,88,Incomplete
PO-57916,82,Good
PO-42854,66,Damaged
PO-80769,71,Incomplete
PO-64604,42,Damaged
PO-80681,46,Incomplete
PO-99619,85,Incomplete
PO-21526,99,Damaged
PO-78155,13,Incomplete
PO-58901,66,Incomplete
PO-77871,77,Incomplete
PO-78928,71,Incomplete
PO-50525,93,Good
PO-71813,92,Incomplete
PO-83057,74,Good
PO-24154,42,Damaged
PO-35677,2,Good
PO-17603,92,Incomplete
PO-54954,31,Incomplete
PO-47248,28,Damaged
PO-42473,77,Good
PO-90436,51,Damaged
PO-30722,85,Incomplete
PO-24562,42,Damaged
PO-88039,60,Good
PO-75463,62,Damaged
PO-40437,50,Damaged
PO-85148,82,Incomplete
PO-94986,33,Good
PO-99742,78,Incomplete
PO-88012,69,Damaged
PO-45566,19,Good
PO-82741,75,Good
PO-51274,19,Good
PO-33197,90,Incomplete
PO-68735,74,Incomplete
PO-25916,100,Damaged
PO-42486,41,Damaged
PO-88986,65,Good
PO-41242,52,Damaged
PO-47440,45,Incomplete
PO-92435,14,Incomplete
PO-50426,47,Damaged
PO-65701,62,Good
PO-27819,52,Good
PO-37854,4,Damaged
PO-57237,15,Damaged
PO-49770,59,Damaged
PO-25430,8,Damaged
PO-74060,84,Good
PO-70939,49,Incomplete
PO-35710,28,Incomplete
PO-72900,47,Damaged
PO-91446,93,Incomplete
PO-57422,22,Good
PO-50308,72,Incomplete
PO-63342,94,Incomplete
PO-81761,81,Incomplete
PO-74895,34,Good
PO-78090,93,Good
PO-64748,29,Damaged
PO-15909,96,Incomplete
PO-52148,46,Good
PO-19252,29,Good
PO-43237,75,Incomplete
PO-43871,70,Damaged
PO-18633,2,Good
PO-57855,70,Damaged
PO-14445,11,Incomplete
PO-90983,22,Good
PO-70633,1,Good
PO-40929,3,Incomplete
PO-59132,19,Damaged
PO-82395,7,Good
PO-24846,33,Damaged
PO-93375,37,Good
PO-92042,39,Damaged
PO-15215,33,Damaged
PO-96496,65,Damaged
PO-73439,46,Damaged
PO-38690,49,Incomplete
PO-81757,56,Incomplete
PO-43451,44,Good
PO-99446,75,Incomplete
PO-24210,64,Damaged
PO-18556,8,Damaged
PO-98414,11,Damaged
PO-19519,32,Incomplete
PO-46665,35,Damaged
PO-39538,15,Damaged
PO-14691,43,Incomplete
PO-81714,86,Incomplete
PO-86721,56,Good
PO-96384,11,Incomplete
PO-70990,40,Incomplete
PO-88265,97,Incomplete
PO-67527,9,Good
PO-19311,84,Incomplete
PO-66062,92,Incomplete
PO-73653,92,Incomplete
PO-44592,84,Good
PO-41591,3,Damaged
PO-87072,58,Damaged
PO-32519,28,Damaged
PO-45140,14,Good
PO-65201,85,Incomplete
PO-91320,23,Damaged
PO-74875,67,Damaged
PO-95775,27,Incomplete
PO-82975,44,Damaged
PO-54202,93,Incomplete
PO-26286,51,Damaged
PO-33689,20,Good
PO-93428,36,Incomplete
PO-97946,34,Incomplete
PO-30371,10,Damaged
PO-69508,71,Damaged
PO-45909,34,Damaged
PO-50807,81,Good
PO-86712,90,Good
PO-55926,56,Damaged
PO-69528,99,Good
PO-86675,42,Good
PO-45081,54,Incomplete
PO-60248,16,Good
PO-50810,36,Good
PO-22136,9,Good
PO-56721,33,Damaged
PO-47787,31,Damaged
PO-88371,57,Incomplete
PO-62558,78,Damaged
PO-46552,93,Incomplete
PO-14181,33,Good
PO-64682,85,Good
PO-83177,81,Damaged
PO-35204,96,Good
PO-54999,100,Damaged
PO-27063,87,Good
PO-45712,41,Damaged
PO-82777,48,Incomplete
PO-64418,45,Damaged
PO-46303,73,Damaged
PO-54749,100,Incomplete
PO-26133,3,Damaged
PO-36809,63,Good
PO-41779,14,Damaged
PO-17716,68,Incomplete
PO-70372,26,Good
PO-43863,100,Incomplete
PO-22277,35,Incomplete
PO-51569,44,Damaged
PO-23676,17,Damaged
PO-70170,4,Good
PO-30890,100,Damaged
PO-71773,25,Good
PO-57244,46,Good
PO-78273,20,Incomplete
PO-51737,58,Damaged
PO-49505,71,Incomplete
PO-98712,95,Damaged
PO-41524,79,Incomplete
PO-37259,69,Incomplete
PO-39903,72,Damaged
PO-48411,95,Good
PO-81669,80,Incomplete
PO-77851,91,Damaged
PO-97363,83,Damaged
PO-37235,31,Incomplete
PO-47596,6,Good
PO-56841,86,Damaged
PO-83679,53,Incomplete
PO-12892,80,Damaged
PO-97263,44,Incomplete
PO-27703,47,Incomplete
PO-85835,30,Incomplete
PO-98762,37,Good
PO-80180,52,Damaged
PO-46660,31,Good
PO-76477,66,Good
PO-98046,62,Incomplete
PO-32884,12,Incomplete
PO-47624,62,Damaged
PO-28732,20,Incomplete
PO-35282,69,Damaged
PO-89126,14,Damaged
PO-23993,28,Damaged
PO-43516,69,Damaged
PO-53575,68,Incomplete
PO-17635,69,Damaged
PO-49433,30,Incomplete
PO-14646,77,Incomplete
PO-16990,2,Incomplete
PO-18974,92,Good
PO-30250,95,Damaged
PO-57174,85,Damaged
PO-52441,24,Good
PO-46401,31,Good
PO-37172,10,Damaged
PO-14945,34,Incomplete
PO-43286,98,Incomplete
PO-63308,31,Good
PO-13019,51,Incomplete
PO-16871,15,Good
PO-22615,82,Incomplete
PO-89943,89,Good
PO-90319,92,Incomplete
PO-21470,73,Damaged
PO-40461,98,Incomplete
PO-55444,78,Incomplete
PO-97641,18,Damaged
PO-81594,32,Incomplete
PO-98057,19,Incomplete
PO-23371,29,Good
PO-85527,33,Good
PO-68301,59,Good
PO-60884,65,Good
PO-32313,34,Good
PO-46003,76,Good
PO-84186,8,Damaged
PO-32622,37,Good
PO-90424,75,Incomplete
PO-44413,13,Damaged
PO-12295,17,Incomplete
PO-56833,32,Damaged
PO-27552,75,Incomplete
PO-69945,73,Incomplete
PO-70545,28,Good
PO-67792,46,Good
PO-28164,6,Incomplete
PO-67172,47,Incomplete
PO-16086,26,Damaged
PO-62613,45,Good
PO-29309,38,Good
PO-57273,48,Good
PO-42375,97,Good
PO-20415,86,Damaged
PO-30990,64,Damaged
PO-62646,34,Good
PO-20221,89,Good
PO-70021,6,Damaged
PO-14213,74,Damaged
PO-43884,46,Good
PO-24994,53,Incomplete
PO-98265,86,Good
PO-42128,64,Damaged
PO-31022,17,Good
PO-66684,37,Incomplete
PO-21351,80,Incomplete
PO-32033,34,Good
PO-39450,6,Damaged
PO-59952,91,Damaged
PO-48151,75,Damaged
PO-52735,67,Damaged
PO-92127,84,Good
PO-16125,51,Good
PO-56268,19,Damaged
PO-68160,1,Incomplete
PO-36830,19,Good
PO-39915,28,Good
PO-15863,38,Incomplete
PO-32666,14,Damaged
PO-12413,46,Good
PO-44014,69,Damaged
PO-42198,77,Good
PO-64097,98,Good
PO-98783,33,Good
PO-50212,25,Damaged
PO-26487,5,Good
PO-96245,42,Damaged
PO-31604,24,Incomplete
PO-65761,37,Good
PO-38078,64,Incomplete
PO-24175,24,Incomplete
PO-36751,45,Incomplete
PO-13408,53,Good
PO-29912,67,Damaged
PO-59914,17,Good
PO-76242,1,Damaged
PO-41531,91,Good
PO-95259,41,Good
PO-17977,11,Damaged
PO-67864,100,Incomplete
PO-58324,60,Good
PO-93755,54,Damaged
PO-46742,3,Damaged
PO-43874,1,Good
PO-96098,35,Good
PO-80820,85,Incomplete
PO-35379,57,Incomplete
PO-74224,89,Good
PO-85999,29,Incomplete
PO-14502,16,Incomplete
PO-35404,98,Good
PO-63465,21,Damaged
PO-16924,98,Good
PO-45173,7,Damaged
PO-19823,79,Incomplete
PO-80320,18,Incomplete
PO-51114,29,Good
PO-74853,84,Good
PO-91665,80,Incomplete
PO-28271,48,Incomplete
PO-31407,89,Damaged
PO-30002,61,Good
PO-22101,1,Good
PO-72789,62,Incomplete
PO-88809,85,Good
PO-19687,74,Incomplete
PO-33535,86,Good
PO-39354,5,Incomplete
PO-70426,9,Incomplete
PO-34104,76,Damaged
PO-30585,37,Good
PO-54091,9,Incomplete
PO-69459,59,Damaged
PO-51403,67,Good
PO-65779,16,Damaged
PO-53263,91,Good
PO-47291,35,Incomplete
PO-68158,74,Damaged
PO-15492,86,Good
PO-73133,2,Incomplete
PO-91109,17,Incomplete
PO-85526,13,Incomplete
PO-40414,76,Incomplete
PO-50477,22,Incomplete
PO-60740,89,Damaged
PO-96433,23,Damaged
PO-12367,97,Incomplete
PO-10255,34,Incomplete
PO-83861,79,Good
PO-56020,27,Damaged
PO-55011,92,Damaged
PO-35507,18,Good
PO-43143,23,Damaged
PO-93318,29,Incomplete
PO-15553,82,Good
PO-67062,99,Incomplete
PO-92970,44,Good
PO-27498,66,Damaged
PO-28076,58,Incomplete
PO-77421,13,Damaged
PO-80333,81,Damaged
PO-84707,30,Good
PO-55932,8,Damaged
PO-25132,79,Good
PO-10470,93,Incomplete
PO-44685,23,Incomplete
PO-31470,1,Damaged
PO-14974,97,Damaged
PO-86636,94,Incomplete
PO-71381,53,Good
PO-50317,31,Damaged
PO-86573,9,Damaged
PO-27497,30,Damaged
PO-73562,38,Damaged
PO-56915,85,Damaged
PO-91735,33,Incomplete
PO-69661,31,Damaged
PO-81654,65,Good
PO-28962,62,Incomplete
PO-37006,82,Good
PO-57736,11,Incomplete
PO-89550,51,Damaged
PO-69037,87,Good
PO-26849,50,Incomplete
PO-98232,66,Damaged
PO-30270,57,Incomplete
PO-93638,97,Good
PO-80736,40,Good
PO-97578,42,Incomplete
PO-51503,2,Damaged
PO-53774,97,Damaged
PO-12875,67,Damaged
PO-96661,3,Damaged
PO-36899,73,Damaged
PO-36460,48,Good
PO-27196,63,Damaged
PO-90070,91,Good
PO-64592,41,Good
PO-72590,57,Damaged
PO-83065,45,Damaged
PO-44198,13,Good
PO-86895,33,Good
PO-95319,70,Good
PO-74504,89,Damaged
PO-26941,73,Good
PO-94881,30,Good
PO-11601,99,Incomplete
PO-84350,63,Incomplete
PO-95882,1,Good
PO-50334,26,Incomplete
PO-26439,66,Incomplete
PO-61846,13,Incomplete
PO-93199,59,Damaged
PO-81692,74,Incomplete
PO-60618,73,Damaged
PO-28785,64,Good
PO-13454,96,Good
PO-99324,58,Good
PO-58544,47,Incomplete
PO-23636,32,Incomplete
PO-33839,22,Incomplete
PO-71868,95,Incomplete
PO-41590,57,Damaged
PO-46755,63,Good
PO-72921,75,Damaged
PO-36406,67,Incomplete
PO-78580,36,Damaged
PO-20947,28,Incomplete
PO-75136,11,Incomplete
PO-77455,54,Incomplete
PO-81922,65,Good
PO-75195,68,Incomplete
PO-79449,83,Incomplete
PO-41482,21,Good
PO-17826,88,Incomplete
PO-31213,90,Incomplete
PO-30468,52,Damaged
PO-14169,7,Damaged
PO-54254,38,Incomplete
PO-42698,3,Incomplete
PO-31050,54,Incomplete
PO-26198,77,Incomplete
PO-52612,10,Incomplete
PO-37182,70,Incomplete
PO-78320,57,Incomplete
PO-68825,89,Incomplete
PO-74836,28,Incomplete
PO-67327,80,Good
PO-45141,12,Good
PO-93241,98,Good
PO-24210,61,Good
PO-86780,70,Good
PO-83805,34,Good
PO-80222,39,Damaged
PO-22337,38,Incomplete
PO-86509,84,Good
PO-11569,58,Incomplete
PO-14455,5,Damaged
PO-31068,80,Good
PO-66836,39,Incomplete
PO-12956,59,Incomplete
PO-30061,24,Incomplete
PO-59117,59,Incomplete
PO-55627,83,Incomplete
PO-39240,26,Good
PO-24474,57,Damaged
PO-12190,86,Good
PO-17886,33,Incomplete
PO-91324,27,Incomplete
PO-41755,21,Good
PO-59902,94,Incomplete
PO-81904,44,Damaged
PO-76170,99,Good
PO-67606,87,Incomplete
PO-28459,96,Incomplete
PO-34707,34,Good
PO-97705,63,Damaged
PO-77370,69,Incomplete
PO-43069,21,Damaged
PO-74912,71,Incomplete
PO-45227,80,Good
PO-45912,41,Incomplete
PO-20724,19,Damaged
PO-67003,60,Good
PO-23928,66,Good
PO-65719,94,Good
PO-98657,62,Damaged
PO-67753,33,Incomplete
PO-28768,44,Damaged
PO-64145,44,Good
PO-83243,73,Damaged
PO-88989,34,Damaged
PO-32697,66,Damaged
PO-17782,38,Good
PO-55275,82,Damaged
PO-93947,30,Damaged
PO-44268,97,Good
PO-70585,63,Good
PO-91577,49,Damaged
PO-12637,81,Incomplete
PO-17743,67,Incomplete
PO-84728,33,Good
PO-43441,26,Damaged
PO-19124,59,Good
PO-10975,72,Damaged
PO-46581,91,Damaged
PO-30290,30,Good
PO-76361,46,Good
PO-94628,100,Damaged
PO-62623,48,Good
PO-69693,24,Damaged
PO-63488,74,Damaged
PO-20416,71,Incomplete
PO-81647,44,Good
PO-91267,63,Good
PO-39137,78,Incomplete
PO-10598,55,Damaged
PO-21812,25,Good
PO-78059,43,Damaged
PO-47465,23,Good
PO-40257,10,Damaged
PO-86729,45,Incomplete
PO-48274,54,Good
PO-19747,36,Damaged
PO-58845,81,Good
PO-90729,11,Damaged
PO-96194,1,Good
PO-24505,45,Incomplete
PO-30851,87,Incomplete
PO-40416,96,Good
PO-23005,47,Incomplete
PO-50729,78,Incomplete
PO-68050,39,Good
PO-58640,20,Damaged
PO-36557,94,Incomplete
PO-71357,1,Damaged
PO-31395,35,Damaged
PO-63370,6,Incomplete
PO-74724,38,Good
PO-54682,61,Damaged
PO-94806,55,Good
PO-56202,57,Incomplete
PO-27070,12,Good
PO-69258,6,Incomplete
PO-90525,11,Good
PO-68887,56,Damaged
PO-36361,88,Damaged
PO-88746,33,Damaged
PO-58888,13,Incomplete
PO-92859,69,Incomplete
PO-96152,20,Incomplete
PO-79689,60,Incomplete
PO-93528,29,Good
PO-62918,11,Good
PO-40858,67,Good
PO-72002,74,Damaged
PO-55095,12,Good
PO-38679,59,Good
PO-36335,5,Good
PO-77420,32,Good
PO-34718,34,Damaged
PO-41036,82,Incomplete
PO-29621,12,Incomplete
PO-84873,8,Incomplete
PO-47329,2,Damaged
PO-13081,99,Damaged
PO-90614,78,Damaged
PO-50533,60,Damaged
PO-51459,80,Incomplete
PO-16749,14,Damaged
PO-19595,63,Incomplete
PO-80044,3,Good
PO-57238,4,Good
PO-44862,91,Damaged
PO-59070,93,Incomplete
PO-62587,47,Damaged
PO-47298,52,Damaged
PO-46033,7,Damaged
PO-78616,84,Damaged
PO-10578,63,Incomplete
PO-79236,54,Good
PO-66871,29,Damaged
PO-34441,98,Good
PO-20454,71,Incomplete
PO-50322,98,Good
PO-23953,98,Damaged
PO-97033,76,Damaged
PO-34063,96,Incomplete
PO-58890,62,Good
PO-87115,62,Incomplete
PO-12635,74,Damaged
PO-51379,20,Incomplete
PO-53898,71,Incomplete
PO-57694,58,Incomplete
PO-43858,87,Damaged
PO-78236,63,Damaged
PO-63954,40,Good
PO-14667,31,Incomplete
PO-24640,62,Incomplete
PO-49171,47,Damaged
PO-73358,1,Good
PO-10617,80,Incomplete
PO-15207,88,Damaged
PO-46003,17,Incomplete
PO-68983,22,Incomplete
PO-59408,41,Good
PO-18234,60,Good
PO-70750,24,Damaged
PO-79601,87,Incomplete
PO-82418,12,Good
PO-26474,84,Incomplete
PO-97079,78,Damaged
PO-85015,1,Incomplete
PO-95999,84,Incomplete
PO-13954,90,Damaged
PO-58937,6,Good
PO-83615,43,Good
PO-30616,56,Damaged
PO-50662,100,Damaged
PO-12724,53,Good
PO-76056,2,Good
PO-86429,17,Damaged
PO-18925,33,Good
PO-69041,17,Good
PO-77867,49,Good
PO-41375,55,Good
PO-20891,32,Incomplete
PO-73040,84,Incomplete
PO-93423,18,Damaged
PO-69944,46,Damaged
PO-73268,4,Good
PO-46122,23,Incomplete
PO-75447,44,Good
PO-56299,51,Damaged
PO-51476,55,Damaged
PO-96303,16,Incomplete
PO-69966,54,Good
PO-45449,37,Damaged
PO-35596,39,Incomplete
PO-48822,28,Incomplete
PO-39941,65,Damaged
PO-84106,87,Incomplete
PO-44037,65,Incomplete
PO-60447,39,Damaged
PO-59464,56,Damaged
PO-98264,11,Incomplete
PO-54171,43,Damaged
PO-86587,16,Incomplete
PO-81652,78,Damaged
PO-67548,95,Incomplete
PO-65487,28,Damaged
PO-46848,53,Damaged
PO-38977,59,Incomplete
PO-32436,46,Damaged
PO-46256,60,Damaged
PO-83357,8,Good
PO-85522,41,Good
PO-16061,84,Good
PO-22499,20,Damaged
PO-59616,89,Good
PO-95147,18,Good
PO-59072,20,Good
PO-86902,50,Incomplete
PO-11935,25,Incomplete
PO-41872,52,Good
PO-32785,31,Incomplete
PO-93620,71,Good
PO-55534,70,Incomplete
PO-97309,71,Incomplete
PO-65762,64,Good
PO-91307,35,Incomplete
PO-13376,86,Incomplete
PO-59390,77,Damaged
PO-91008,33,Damaged
PO-37679,32,Good
PO-78816,22,Good
PO-81569,33,Damaged
PO-49491,51,Damaged
PO-40352,94,Good
PO-60513,61,Good
PO-88313,10,Incomplete
PO-50145,13,Good
PO-44854,75,Damaged
PO-45190,86,Good
PO-24335,87,Good
PO-84888,22,Damaged
PO-53037,92,Incomplete
PO-28245,53,Damaged
PO-65183,25,Incomplete
PO-17172,88,Damaged
PO-35322,51,Damaged
PO-22148,46,Damaged
PO-77277,73,Incomplete
PO-41468,28,Damaged
PO-14767,52,Incomplete
PO-18060,61,Good
PO-75237,37,Good
PO-41912,45,Good
PO-52639,55,Damaged
PO-84817,38,Good
PO-62984,46,Damaged
PO-35034,86,Damaged
PO-95422,2,Good
PO-65665,40,Good
PO-57033,95,Good
PO-70310,38,Incomplete
PO-80315,33,Good
PO-63348,78,Good
PO-74735,17,Incomplete
PO-50540,2,Incomplete
PO-87498,73,Damaged
PO-53426,68,Good
PO-51865,48,Good
PO-35567,16,Good
PO-72032,62,Good
PO-56894,15,Incomplete
PO-17560,39,Good
PO-93321,80,Damaged
PO-31497,24,Good
PO-57720,29,Damaged
PO-27191,50,Incomplete
PO-13423,6,Incomplete
PO-25474,5,Incomplete
PO-81464,19,Damaged
PO-96237,50,Incomplete
PO-78715,58,Incomplete
PO-85751,6,Good
PO-87283,76,Incomplete
PO-11019,77,Good
PO-43199,75,Damaged
PO-92481,9,Damaged
