Invoice Number,Vendor,PO Number,Invoice Date,Total Amount
INV-39527,Vendor_65207,PO-65378,"April 24, 2024",87691.49
INV-57505,Vendor_71629,PO-67467,"April 21, 2024",97111.14
INV-94156,Vendor_89298,PO-63442,"April 28, 2024",58138.9
INV-24088,Vendor_36556,PO-62992,"May 06, 2024",1273.66
INV-35090,Vendor_85940,PO-88486,"April 28, 2024",51856.1
INV-71106,Vendor_52236,PO-43568,"April 11, 2024",4731.73
INV-36710,Vendor_38052,PO-72543,"April 23, 2024",96925.23
INV-33757,Vendor_51068,PO-60986,"April 18, 2024",82480.16
INV-23775,Vendor_66930,PO-97765,"April 14, 2024",32987.46
INV-78679,Vendor_80572,PO-80212,"May 06, 2024",10470.71
INV-63591,Vendor_45100,PO-16561,"April 21, 2024",8800.92
INV-37709,Vendor_87084,PO-24271,"April 07, 2024",32801.18
INV-36900,Vendor_97725,PO-13785,"May 06, 2024",81830.84
INV-69832,Vendor_40788,PO-49516,"April 10, 2024",85674.94
INV-50240,Vendor_21546,PO-60540,"April 10, 2024",46230.43
INV-76849,Vendor_31264,PO-26815,"May 04, 2024",32016.37
INV-85832,Vendor_29819,PO-48503,"April 10, 2024",73838.27
INV-38801,Vendor_27036,PO-65318,"April 09, 2024",84304.88
INV-14168,Vendor_14680,PO-51110,"April 12, 2024",69890.86
INV-26212,Vendor_14268,PO-47290,"April 19, 2024",83568.96
INV-53916,Vendor_57890,PO-53366,"April 20, 2024",48963.37
INV-11467,Vendor_75795,PO-87995,"April 20, 2024",16788.09
INV-19952,Vendor_68541,PO-29740,"April 19, 2024",86038.4
INV-54976,Vendor_20514,PO-45560,"April 18, 2024",63048.79
INV-20772,Vendor_87353,PO-14507,"April 17, 2024",6528.96
INV-52137,Vendor_92434,PO-21495,"April 13, 2024",77491.82
INV-12352,Vendor_86677,PO-24408,"April 10, 2024",61124.26
INV-82987,Vendor_32363,PO-81143,"April 13, 2024",39990.37
INV-29311,Vendor_47697,PO-37227,"April 23, 2024",34051.18
INV-20137,Vendor_15522,PO-22286,"April 29, 2024",81884.17
INV-97270,Vendor_44228,PO-80326,"April 21, 2024",64152.81
INV-46915,Vendor_13625,PO-62904,"May 03, 2024",41659.57
INV-18780,Vendor_48730,PO-93323,"April 25, 2024",78612.66
INV-90295,Vendor_18919,PO-15019,"April 14, 2024",7516.42
INV-70699,Vendor_39690,PO-89038,"April 30, 2024",49732.62
INV-37114,Vendor_92147,PO-15383,"May 06, 2024",82709.29
INV-55066,Vendor_54658,PO-80484,"April 26, 2024",17411.98
INV-64396,Vendor_30376,PO-76529,"April 23, 2024",26481.24
INV-19391,Vendor_26382,PO-40718,"May 03, 2024",64361.48
INV-16813,Vendor_55225,PO-13082,"April 28, 2024",56922.16
INV-48667,Vendor_16146,PO-10671,"April 21, 2024",94972.45
INV-44428,Vendor_38419,PO-81791,"April 25, 2024",27866.33
INV-79384,Vendor_14615,PO-95237,"May 02, 2024",81039.93
INV-97799,Vendor_28245,PO-32217,"April 16, 2024",62646.02
INV-81960,Vendor_57612,PO-56701,"April 11, 2024",66232.89
INV-53876,Vendor_83293,PO-35087,"April 15, 2024",78938.02
INV-59431,Vendor_33680,PO-22246,"April 14, 2024",23502.16
INV-48766,Vendor_15858,PO-51897,"April 21, 2024",94616.71
INV-84850,Vendor_18320,PO-67580,"April 15, 2024",1306.99
INV-27873,Vendor_94170,PO-42186,"April 09, 2024",38625.58
INV-18228,Vendor_65330,PO-78387,"April 09, 2024",36501.52
INV-53031,Vendor_50102,PO-32354,"April 13, 2024",43761.16
INV-35640,Vendor_32708,PO-73701,"April 18, 2024",89274.92
INV-60408,Vendor_46338,PO-31759,"April 24, 2024",63075.38
INV-13789,Vendor_73146,PO-53015,"April 11, 2024",51007.52
INV-97663,Vendor_25572,PO-64534,"April 23, 2024",96018.52
INV-67407,Vendor_66856,PO-29914,"April 19, 2024",61576.0
INV-11897,Vendor_43348,PO-33587,"April 11, 2024",54869.26
INV-94308,Vendor_54150,PO-31821,"April 15, 2024",54060.7
INV-20038,Vendor_98182,PO-84559,"April 19, 2024",30797.32
INV-85910,Vendor_20623,PO-95821,"April 22, 2024",89151.48
INV-19932,Vendor_66838,PO-43145,"April 08, 2024",63142.8
INV-23142,Vendor_69514,PO-27071,"April 25, 2024",7843.74
INV-62486,Vendor_87313,PO-46549,"April 14, 2024",49425.46
INV-48579,Vendor_19070,PO-60772,"April 10, 2024",20193.84
INV-80134,Vendor_68271,PO-68646,"April 11, 2024",25787.89
INV-92228,Vendor_73946,PO-17699,"April 26, 2024",47960.15
INV-57553,Vendor_48722,PO-77885,"April 16, 2024",27451.29
INV-84179,Vendor_43496,PO-71987,"April 17, 2024",51834.76
INV-78221,Vendor_62373,PO-37284,"April 17, 2024",51035.68
INV-11794,Vendor_90630,PO-27322,"April 29, 2024",29499.13
INV-60661,Vendor_64777,PO-33127,"April 11, 2024",40488.66
INV-13211,Vendor_34466,PO-73626,"April 09, 2024",51916.3
INV-67715,Vendor_25123,PO-20079,"April 22, 2024",91152.79
INV-51207,Vendor_44134,PO-57341,"April 13, 2024",59785.47
INV-45305,Vendor_71751,PO-18702,"April 28, 2024",1521.66
INV-36765,Vendor_45787,PO-42536,"April 18, 2024",32461.27
INV-60987,Vendor_62642,PO-96574,"April 29, 2024",75249.18
INV-93057,Vendor_92817,PO-60639,"April 14, 2024",99465.91
INV-92881,Vendor_73570,PO-83979,"April 29, 2024",46699.19
INV-52385,Vendor_55370,PO-76844,"April 14, 2024",34395.4
INV-12172,Vendor_68418,PO-44086,"April 30, 2024",35001.37
INV-90320,Vendor_33433,PO-28191,"April 08, 2024",21967.22
INV-24028,Vendor_69613,PO-52489,"April 17, 2024",69258.38
INV-16615,Vendor_87255,PO-13322,"April 18, 2024",3936.35
INV-74794,Vendor_36912,PO-42468,"April 16, 2024",16584.27
INV-23255,Vendor_21734,PO-28750,"April 16, 2024",12810.05
INV-97746,Vendor_18436,PO-92638,"April 16, 2024",91135.19
INV-39680,Vendor_47929,PO-47775,"April 20, 2024",64451.94
INV-33157,Vendor_24981,PO-94756,"April 25, 2024",26645.63
INV-44791,Vendor_43140,PO-33133,"April 08, 2024",55350.53
INV-51616,Vendor_62629,PO-47613,"April 10, 2024",15064.85
INV-58397,Vendor_31426,PO-91968,"April 13, 2024",52311.57
INV-12382,Vendor_59304,PO-74606,"April 25, 2024",44373.82
INV-25678,Vendor_72960,PO-30418,"April 15, 2024",3254.84
INV-45648,Vendor_24130,PO-18011,"May 02, 2024",85853.54
INV-41880,Vendor_31166,PO-34399,"April 18, 2024",15301.42
INV-10544,Vendor_22285,PO-53105,"April 21, 2024",56453.24
INV-77964,Vendor_60172,PO-21079,"April 18, 2024",65469.02
INV-25963,Vendor_94805,PO-21697,"April 10, 2024",16788.21
INV-30337,Vendor_36568,PO-57335,"April 11, 2024",65817.51
INV-30740,Vendor_89238,PO-99940,"May 06, 2024",37369.61
INV-75150,Vendor_36635,PO-64029,"April 14, 2024",16577.7
INV-22813,Vendor_48184,PO-94129,"April 17, 2024",309.87
INV-44373,Vendor_18946,PO-23522,"April 16, 2024",83584.58
INV-13776,Vendor_80212,PO-73020,"May 02, 2024",21512.72
INV-71521,Vendor_70335,PO-80827,"May 04, 2024",47859.16
INV-95049,Vendor_68997,PO-84176,"April 17, 2024",49034.88
INV-87479,Vendor_75852,PO-16584,"April 08, 2024",45176.74
INV-40604,Vendor_18868,PO-79832,"April 10, 2024",36067.87
INV-14443,Vendor_52516,PO-60056,"April 13, 2024",18661.09
INV-25004,Vendor_55238,PO-67758,"April 12, 2024",43464.46
INV-12420,Vendor_22329,PO-62812,"April 11, 2024",82672.55
INV-37673,Vendor_94117,PO-52442,"April 19, 2024",85937.54
INV-78694,Vendor_94993,PO-16376,"April 17, 2024",52137.82
INV-67562,Vendor_66687,PO-40261,"April 16, 2024",62819.95
INV-44740,Vendor_23960,PO-55720,"April 19, 2024",6241.15
INV-76157,Vendor_75803,PO-32008,"April 11, 2024",65403.27
INV-68852,Vendor_36071,PO-63009,"April 21, 2024",35410.11
INV-51364,Vendor_80143,PO-31977,"April 25, 2024",85098.01
INV-61522,Vendor_49926,PO-54669,"April 13, 2024",21832.92
INV-36127,Vendor_73820,PO-53624,"April 26, 2024",26670.53
INV-72210,Vendor_10304,PO-39627,"April 10, 2024",81523.1
INV-75352,Vendor_51922,PO-46769,"April 24, 2024",63762.65
INV-89732,Vendor_49768,PO-69266,"April 30, 2024",13881.68
INV-17056,Vendor_30971,PO-87313,"April 29, 2024",79002.45
INV-24337,Vendor_32268,PO-60604,"April 28, 2024",55607.06
INV-54615,Vendor_72987,PO-50771,"April 28, 2024",81130.69
INV-96674,Vendor_21574,PO-46039,"April 21, 2024",55830.49
INV-34012,Vendor_73090,PO-62937,"April 25, 2024",1324.28
INV-71562,Vendor_38174,PO-38896,"May 04, 2024",97822.78
INV-89888,Vendor_90546,PO-35740,"April 18, 2024",12370.49
INV-70773,Vendor_87611,PO-90979,"April 30, 2024",56382.89
INV-26174,Vendor_45665,PO-60694,"April 26, 2024",84078.33
INV-74594,Vendor_81016,PO-72233,"April 09, 2024",65935.43
INV-93307,Vendor_88376,PO-19496,"April 23, 2024",57100.43
INV-12706,Vendor_35468,PO-74097,"April 15, 2024",73550.77
INV-66678,Vendor_78019,PO-53879,"April 12, 2024",2901.14
INV-84610,Vendor_28624,PO-48082,"May 03, 2024",83283.08
INV-71010,Vendor_48250,PO-43039,"May 05, 2024",48119.55
INV-92208,Vendor_43614,PO-65282,"April 20, 2024",76594.16
INV-41714,Vendor_16683,PO-16143,"May 03, 2024",72951.83
INV-49388,Vendor_31128,PO-94458,"April 15, 2024",27232.14
INV-30732,Vendor_53823,PO-22266,"April 08, 2024",55382.31
INV-68897,Vendor_15415,PO-52825,"May 02, 2024",91597.28
INV-36011,Vendor_27410,PO-58356,"April 20, 2024",60705.96
INV-69931,Vendor_10915,PO-82546,"April 22, 2024",77439.09
INV-17209,Vendor_31410,PO-51910,"April 17, 2024",94523.26
INV-11356,Vendor_46650,PO-77393,"April 17, 2024",72579.78
INV-12712,Vendor_62212,PO-95429,"April 09, 2024",72541.58
INV-46299,Vendor_31510,PO-38769,"April 13, 2024",66125.85
INV-91194,Vendor_45791,PO-64349,"May 05, 2024",58401.99
INV-11702,Vendor_32238,PO-39704,"April 19, 2024",7246.48
INV-89189,Vendor_99381,PO-26692,"April 14, 2024",61005.53
INV-84741,Vendor_63350,PO-52951,"April 16, 2024",94874.52
INV-53445,Vendor_26145,PO-62135,"April 25, 2024",88781.09
INV-67552,Vendor_57216,PO-34975,"May 04, 2024",14105.14
INV-35612,Vendor_15402,PO-96118,"April 24, 2024",40008.27
INV-85332,Vendor_87670,PO-64939,"April 25, 2024",82019.98
INV-52399,Vendor_81134,PO-76639,"May 02, 2024",63565.01
INV-53429,Vendor_53215,PO-85591,"April 30, 2024",78977.05
INV-81048,Vendor_64596,PO-53367,"April 30, 2024",33533.08
INV-88698,Vendor_65176,PO-98862,"April 11, 2024",2671.74
INV-56123,Vendor_83598,PO-40601,"April 09, 2024",94461.62
INV-28664,Vendor_31857,PO-16662,"April 26, 2024",50945.43
INV-52966,Vendor_25155,PO-23264,"April 21, 2024",23662.67
INV-76104,Vendor_22364,PO-79243,"May 05, 2024",63794.11
INV-79368,Vendor_96493,PO-86178,"April 09, 2024",82429.21
INV-23881,Vendor_39493,PO-85739,"April 29, 2024",77366.31
INV-40726,Vendor_38258,PO-10175,"April 11, 2024",88413.93
INV-92708,Vendor_27725,PO-77815,"May 06, 2024",99537.6
INV-46058,Vendor_32841,PO-66207,"April 19, 2024",79333.97
INV-20490,Vendor_26841,PO-37478,"May 03, 2024",14040.91
INV-85868,Vendor_65348,PO-73172,"April 19, 2024",81994.5
INV-61395,Vendor_70485,PO-39537,"April 12, 2024",74612.63
INV-69446,Vendor_48392,PO-14140,"April 22, 2024",89555.74
INV-72569,Vendor_46521,PO-97289,"April 24, 2024",87691.73
INV-60401,Vendor_97017,PO-13177,"May 02, 2024",96566.75
INV-81407,Vendor_96325,PO-61396,"April 29, 2024",3003.95
INV-54789,Vendor_84773,PO-45984,"May 04, 2024",47687.92
INV-78400,Vendor_11652,PO-77451,"April 24, 2024",38818.53
INV-65228,Vendor_13505,PO-18882,"April 26, 2024",21503.46
INV-12749,Vendor_19370,PO-14670,"April 12, 2024",8296.89
INV-32348,Vendor_87477,PO-32824,"April 18, 2024",84157.86
INV-40420,Vendor_78501,PO-23759,"April 28, 2024",49155.82
INV-11309,Vendor_76488,PO-91727,"April 21, 2024",96969.79
INV-83028,Vendor_13445,PO-78650,"April 22, 2024",99563.59
INV-51954,Vendor_10477,PO-89795,"May 03, 2024",18714.23
INV-43995,Vendor_61288,PO-56302,"May 01, 2024",2235.32
INV-14745,Vendor_36429,PO-97354,"April 18, 2024",50441.26
INV-21602,Vendor_97164,PO-41234,"April 27, 2024",16702.4
INV-59556,Vendor_34817,PO-29596,"April 25, 2024",53741.89
INV-67446,Vendor_83086,PO-82822,"April 13, 2024",74672.47
INV-15369,Vendor_83551,PO-94365,"April 23, 2024",70867.02
INV-80142,Vendor_12930,PO-70542,"April 11, 2024",63241.41
INV-11294,Vendor_85722,PO-67954,"May 06, 2024",20448.64
INV-34129,Vendor_47827,PO-41722,"April 10, 2024",1210.1
INV-16872,Vendor_32524,PO-41590,"April 26, 2024",61818.12
INV-19531,Vendor_76606,PO-78491,"April 17, 2024",36418.62
INV-99789,Vendor_34731,PO-34113,"April 12, 2024",54714.57
INV-30382,Vendor_54735,PO-97538,"April 26, 2024",76112.6
INV-51640,Vendor_70523,PO-83680,"April 30, 2024",91861.35
INV-39450,Vendor_28098,PO-53734,"April 11, 2024",79451.12
INV-42436,Vendor_98423,PO-50156,"May 03, 2024",55852.45
INV-72886,Vendor_90388,PO-41991,"April 09, 2024",62619.0
INV-33668,Vendor_78512,PO-46041,"April 07, 2024",97475.66
INV-81114,Vendor_65460,PO-28660,"April 16, 2024",89821.03
INV-24515,Vendor_82686,PO-19678,"April 25, 2024",97865.42
INV-58107,Vendor_43575,PO-10748,"April 16, 2024",40911.83
INV-42885,Vendor_59085,PO-43442,"April 19, 2024",62683.95
INV-68188,Vendor_29388,PO-78066,"April 20, 2024",71878.49
INV-46073,Vendor_15760,PO-50936,"April 16, 2024",31806.06
INV-57807,Vendor_94502,PO-63044,"April 25, 2024",86059.26
INV-91683,Vendor_22228,PO-17188,"April 09, 2024",69158.65
INV-31927,Vendor_70909,PO-86084,"April 16, 2024",57091.65
INV-43395,Vendor_21674,PO-37394,"May 03, 2024",38988.49
INV-68997,Vendor_51776,PO-89284,"April 24, 2024",75902.48
INV-35643,Vendor_25840,PO-55043,"May 04, 2024",29408.86
INV-55981,Vendor_33490,PO-38639,"April 24, 2024",27459.83
INV-65806,Vendor_24291,PO-19274,"April 25, 2024",9981.64
INV-27913,Vendor_38257,PO-32922,"April 23, 2024",4185.66
INV-39743,Vendor_43350,PO-43245,"April 25, 2024",48562.74
INV-97651,Vendor_72935,PO-50917,"April 27, 2024",8262.66
INV-86730,Vendor_76448,PO-61573,"April 25, 2024",12487.54
INV-86830,Vendor_86561,PO-16517,"April 29, 2024",57573.98
INV-25877,Vendor_39551,PO-21588,"April 12, 2024",63337.44
INV-15674,Vendor_35126,PO-94968,"May 03, 2024",35672.02
INV-15143,Vendor_81667,PO-44700,"May 01, 2024",33853.04
INV-21636,Vendor_74240,PO-27844,"April 20, 2024",43336.34
INV-12751,Vendor_83219,PO-97553,"April 16, 2024",78368.47
INV-59008,Vendor_98065,PO-36867,"May 01, 2024",826.1
INV-42935,Vendor_20248,PO-62356,"April 13, 2024",79873.13
INV-76739,Vendor_49176,PO-87301,"April 28, 2024",9715.16
INV-26994,Vendor_55136,PO-27026,"April 23, 2024",83701.62
INV-14830,Vendor_47097,PO-81640,"April 26, 2024",34766.26
INV-40370,Vendor_81159,PO-70594,"April 29, 2024",98364.88
INV-55574,Vendor_50999,PO-79385,"April 23, 2024",76804.54
INV-72913,Vendor_20083,PO-44226,"April 15, 2024",73771.08
INV-20027,Vendor_84760,PO-80558,"April 18, 2024",56096.18
INV-49843,Vendor_66835,PO-74698,"April 27, 2024",33033.04
INV-97059,Vendor_38529,PO-71502,"May 06, 2024",41905.15
INV-48914,Vendor_49197,PO-79225,"April 13, 2024",97191.77
INV-24839,Vendor_84239,PO-10595,"April 14, 2024",57576.58
INV-44980,Vendor_50494,PO-92181,"April 24, 2024",72776.86
INV-74040,Vendor_21365,PO-86670,"May 06, 2024",5752.45
INV-15929,Vendor_60339,PO-17718,"April 11, 2024",86575.61
INV-15354,Vendor_11634,PO-41210,"April 15, 2024",75891.78
INV-76203,Vendor_51592,PO-18576,"April 30, 2024",99885.5
INV-45003,Vendor_50190,PO-84376,"April 10, 2024",33751.74
INV-85867,Vendor_78956,PO-43068,"April 08, 2024",82436.93
INV-61193,Vendor_70554,PO-45958,"April 08, 2024",83006.47
INV-94895,Vendor_31009,PO-43079,"April 27, 2024",30456.87
INV-26525,Vendor_14901,PO-64682,"May 03, 2024",2458.97
INV-93940,Vendor_74292,PO-28544,"April 19, 2024",44674.09
INV-40088,Vendor_43417,PO-41541,"April 21, 2024",30879.68
INV-50300,Vendor_58155,PO-78588,"April 29, 2024",86407.42
INV-60607,Vendor_87089,PO-67787,"April 27, 2024",55319.6
INV-72027,Vendor_44939,PO-50165,"April 27, 2024",24390.64
INV-48116,Vendor_64531,PO-11534,"May 02, 2024",18500.18
INV-42525,Vendor_43768,PO-14212,"April 07, 2024",45385.59
INV-38943,Vendor_46362,PO-47278,"April 14, 2024",79864.26
INV-37727,Vendor_29396,PO-35954,"May 04, 2024",25127.36
INV-44099,Vendor_97753,PO-43404,"May 01, 2024",48475.33
INV-48515,Vendor_51444,PO-11475,"April 21, 2024",49927.09
INV-54670,Vendor_92887,PO-66847,"April 16, 2024",48123.03
INV-61645,Vendor_72909,PO-21170,"April 12, 2024",82010.76
INV-59890,Vendor_87153,PO-75219,"April 26, 2024",31521.27
INV-32956,Vendor_80406,PO-25020,"May 05, 2024",88966.03
INV-51161,Vendor_30616,PO-68851,"April 10, 2024",55792.78
INV-20288,Vendor_26382,PO-35298,"April 30, 2024",93370.99
INV-61933,Vendor_69567,PO-11012,"April 25, 2024",90489.85
INV-31937,Vendor_65580,PO-89809,"May 04, 2024",35373.49
INV-86275,Vendor_85980,PO-94574,"April 19, 2024",92281.6
INV-18070,Vendor_33071,PO-44386,"April 15, 2024",92468.75
INV-39091,Vendor_42564,PO-95871,"April 23, 2024",46425.2
INV-32669,Vendor_70505,PO-46027,"April 14, 2024",31416.22
INV-29812,Vendor_12846,PO-33154,"April 17, 2024",47583.84
INV-39071,Vendor_21952,PO-65865,"April 09, 2024",67624.32
INV-97622,Vendor_21351,PO-39499,"April 18, 2024",55918.92
INV-22811,Vendor_94150,PO-52405,"April 25, 2024",98804.11
INV-95005,Vendor_15901,PO-38679,"April 20, 2024",15121.84
INV-42585,Vendor_27361,PO-71379,"April 15, 2024",69845.13
INV-41844,Vendor_50104,PO-73739,"April 30, 2024",36865.24
INV-88741,Vendor_60139,PO-86395,"April 30, 2024",53044.83
INV-67123,Vendor_45791,PO-35848,"April 29, 2024",26842.54
INV-73820,Vendor_73948,PO-11999,"May 04, 2024",8829.64
INV-45674,Vendor_72039,PO-94769,"April 09, 2024",62215.19
INV-81032,Vendor_38979,PO-64755,"April 22, 2024",28654.92
INV-75210,Vendor_43031,PO-68926,"April 28, 2024",88234.14
INV-98174,Vendor_23630,PO-22862,"April 10, 2024",71504.53
INV-45830,Vendor_43190,PO-28925,"May 06, 2024",33463.95
INV-20656,Vendor_42025,PO-98774,"April 10, 2024",17374.69
INV-60374,Vendor_18153,PO-98647,"April 21, 2024",60764.05
INV-52364,Vendor_81812,PO-59313,"April 07, 2024",53736.22
INV-10202,Vendor_58904,PO-65187,"April 16, 2024",591.69
INV-98976,Vendor_72284,PO-20882,"May 01, 2024",20561.48
INV-55146,Vendor_35259,PO-35471,"April 17, 2024",45708.35
INV-71567,Vendor_53593,PO-34837,"April 19, 2024",13916.09
INV-70564,Vendor_55987,PO-90820,"April 29, 2024",81128.61
INV-51634,Vendor_66128,PO-98999,"April 29, 2024",405.73
INV-87756,Vendor_64290,PO-80160,"April 29, 2024",37039.99
INV-80985,Vendor_76286,PO-73696,"April 15, 2024",7580.83
INV-54947,Vendor_45238,PO-95373,"April 30, 2024",594.99
INV-12214,Vendor_60837,PO-70937,"May 06, 2024",71334.12
INV-80522,Vendor_67789,PO-19219,"April 19, 2024",52616.69
INV-89095,Vendor_73663,PO-51327,"April 27, 2024",96417.74
INV-36007,Vendor_71065,PO-86805,"April 08, 2024",57440.67
INV-89086,Vendor_53951,PO-50741,"April 30, 2024",62953.11
INV-68187,Vendor_31913,PO-29775,"April 23, 2024",31566.67
INV-30404,Vendor_91882,PO-75675,"May 02, 2024",5216.11
INV-95071,Vendor_27793,PO-70306,"April 12, 2024",55567.15
INV-44312,Vendor_46084,PO-64384,"May 02, 2024",86591.38
INV-95411,Vendor_28023,PO-68365,"April 08, 2024",36701.72
INV-85756,Vendor_88995,PO-20099,"April 28, 2024",72392.38
INV-34347,Vendor_53163,PO-50679,"May 01, 2024",35618.17
INV-39712,Vendor_85546,PO-69187,"April 08, 2024",95031.68
INV-62248,Vendor_36559,PO-68962,"May 05, 2024",94187.1
INV-77813,Vendor_91593,PO-33164,"April 18, 2024",38867.41
INV-55616,Vendor_41194,PO-65212,"May 03, 2024",10615.18
INV-64637,Vendor_42321,PO-10529,"April 16, 2024",22101.66
INV-30676,Vendor_36511,PO-26427,"April 26, 2024",6496.35
INV-38021,Vendor_47365,PO-33301,"April 23, 2024",91654.72
INV-53334,Vendor_37482,PO-26530,"April 29, 2024",5369.75
INV-52277,Vendor_59223,PO-13730,"May 03, 2024",47793.86
INV-48604,Vendor_88118,PO-63899,"April 23, 2024",39118.93
INV-26252,Vendor_67236,PO-54238,"April 19, 2024",7242.71
INV-53858,Vendor_10544,PO-53698,"May 01, 2024",45714.21
INV-65488,Vendor_39311,PO-98760,"April 30, 2024",15638.9
INV-69524,Vendor_24029,PO-34378,"April 30, 2024",27653.61
INV-39097,Vendor_38248,PO-21903,"May 05, 2024",80629.85
INV-45802,Vendor_43839,PO-36999,"April 21, 2024",8192.2
INV-36833,Vendor_69058,PO-87145,"April 24, 2024",81572.97
INV-92792,Vendor_88568,PO-27435,"April 29, 2024",53036.13
INV-39325,Vendor_88458,PO-37563,"May 06, 2024",61861.68
INV-70468,Vendor_69183,PO-54441,"April 12, 2024",8574.38
INV-71105,Vendor_90701,PO-97889,"April 11, 2024",4838.57
INV-24747,Vendor_27757,PO-72389,"April 18, 2024",2515.7
INV-79470,Vendor_84447,PO-11779,"May 01, 2024",39060.04
INV-28488,Vendor_11482,PO-75886,"April 14, 2024",71823.76
INV-11535,Vendor_61541,PO-88962,"April 07, 2024",74463.17
INV-89017,Vendor_53642,PO-36198,"April 15, 2024",52700.94
INV-56898,Vendor_72062,PO-92709,"April 16, 2024",67744.13
INV-71550,Vendor_22275,PO-81599,"April 29, 2024",56727.02
INV-22341,Vendor_69871,PO-18325,"April 10, 2024",89590.02
INV-41927,Vendor_37544,PO-22199,"April 21, 2024",42957.44
INV-58818,Vendor_57951,PO-74766,"April 14, 2024",31708.29
INV-13376,Vendor_37258,PO-75757,"April 19, 2024",74564.85
INV-96157,Vendor_19269,PO-56994,"May 04, 2024",16427.69
INV-11823,Vendor_95275,PO-19033,"April 17, 2024",32521.83
INV-75548,Vendor_85524,PO-10397,"April 09, 2024",34542.08
INV-58522,Vendor_23144,PO-60450,"May 03, 2024",45082.37
INV-51892,Vendor_29070,PO-69785,"April 29, 2024",95705.87
INV-42411,Vendor_83159,PO-17722,"April 30, 2024",56702.18
INV-88129,Vendor_37410,PO-56075,"April 29, 2024",89498.41
INV-29578,Vendor_33787,PO-30079,"April 23, 2024",8017.84
INV-69800,Vendor_57218,PO-17728,"April 12, 2024",41866.83
INV-78997,Vendor_72951,PO-54084,"April 19, 2024",31050.32
INV-32744,Vendor_71384,PO-17858,"May 04, 2024",59854.83
INV-80411,Vendor_24725,PO-63827,"April 13, 2024",46530.36
INV-82355,Vendor_22462,PO-59678,"April 11, 2024",77866.55
INV-12812,Vendor_22054,PO-51208,"April 26, 2024",45259.27
INV-69773,Vendor_69897,PO-82685,"May 03, 2024",21080.83
INV-83857,Vendor_63070,PO-79863,"May 01, 2024",25921.43
INV-48521,Vendor_16799,PO-15566,"April 23, 2024",71347.13
INV-88767,Vendor_90462,PO-13429,"April 23, 2024",36969.47
INV-65896,Vendor_70882,PO-98803,"April 13, 2024",51927.6
INV-37579,Vendor_29369,PO-39343,"May 05, 2024",26268.5
INV-96651,Vendor_48026,PO-37570,"April 11, 2024",53494.9
INV-48995,Vendor_45514,PO-49528,"April 14, 2024",54651.87
INV-73058,Vendor_35655,PO-61221,"May 04, 2024",4969.52
INV-93859,Vendor_38309,PO-57571,"April 28, 2024",71250.65
INV-82474,Vendor_95358,PO-34908,"April 15, 2024",26091.69
INV-82081,Vendor_84299,PO-73561,"April 14, 2024",76402.5
INV-31511,Vendor_46397,PO-46688,"April 17, 2024",4137.68
INV-81861,Vendor_38147,PO-74646,"April 17, 2024",51320.84
